item_id,instrument,alpha,key,is_reverse_keyed,text,construct_reported,text.1,text_norm,is_empty
it_102042,HEXACO_PI,0.84,-1,True,Like to be viewed as proper and conventional.,Unconventionality,,,True
it_102043,HEXACO_PI,0.84,-1,True,Like to do frightening things.,Fearfulness,,,True
it_102044,HEXACO_PI,0.85,1,False,Like to tidy up.,Organization,,,True
it_102045,HEXACO_PI,0.88,-1,True,Lose my temper.,Patience,,,True
it_102046,HEXACO_PI,0.84,-1,True,Love dangerous situations.,Fearfulness,,,True
it_102047,HEXACO_PI,0.69,-1,True,Love luxury.,Greed Avoidance,,,True
it_102048,HEXACO_PI,0.78,1,False,Love my enemies.,Forgiveness,,,True
it_102049,HEXACO_PI,0.85,1,False,Love to chat.,Sociability,,,True
it_102050,HEXACO_PI,0.78,1,False,Love to read challenging material.,Inquisitiveness,,,True
it_102051,HEXACO_PI,0.85,1,False,Love to think up new ways of doing things.,Creativity,,,True
it_102052,HEXACO_PI,0.82,1,False,Maintain high energy throughout the day.,Liveliness,,,True
it_102053,HEXACO_PI,0.8,-1,True,Make a fool of myself.,Prudence,,,True
it_102054,HEXACO_PI,0.8,-1,True,Make careless mistakes.,Prudence,,,True
it_102055,HEXACO_PI,0.85,1,False,Make friends easily.,Sociability,,,True
it_102056,HEXACO_PI,0.8,1,False,Make plans and stick to them.,Prudence,,,True
it_102057,HEXACO_PI,0.8,-1,True,Make rash decisions.,Prudence,,,True
it_102058,HEXACO_PI,0.73,1,False,Need protection.,Dependence,,,True
it_102059,HEXACO_PI,0.73,1,False,Need reassurance.,Dependence,,,True
it_102060,HEXACO_PI,0.73,1,False,Need the approval of others.,Dependence,,,True
it_102061,HEXACO_PI,0.82,-1,True,Often feel blue.,Liveliness,,,True
it_102062,HEXACO_PI,0.85,-1,True,Often forget to put things back in their proper place.,Organization,,,True
it_102063,HEXACO_PI,0.73,1,False,Often need help.,Dependence,,,True
it_102064,HEXACO_PI,0.8,1,False,Pay attention to details.,Perfectionism,,,True
it_102065,HEXACO_PI,0.8,-1,True,Pay too little attention to details.,Perfectionism,,,True
it_102066,HEXACO_PI,0.81,-1,True,Play a role in order to impress people.,Sincerity,,,True
it_102067,HEXACO_PI,0.69,-1,True,Prefer to eat at expensive restaurants.,Greed Avoidance,,,True
it_102068,HEXACO_PI,0.8,-1,True,Prefer to just let things happen.,Perfectionism,,,True
it_102069,HEXACO_PI,0.81,-1,True,Pretend to be concerned for others.,Sincerity,,,True
it_102070,HEXACO_PI,0.81,1,False,Push myself very hard to succeed.,Diligence,,,True
it_102071,HEXACO_PI,0.81,-1,True,Put on a show to impress people.,Sincerity,,,True
it_102072,HEXACO_PI,0.81,-1,True,Quickly lose interest in the tasks I start.,Diligence,,,True
it_102073,HEXACO_PI,0.81,1,False,Rarely complain.,Gentleness,,,True
it_102074,HEXACO_PI,0.79,-1,True,Rarely cry during sad movies.,Sentimentality,,,True
it_102075,HEXACO_PI,0.85,-1,True,Rarely enjoy being with people.,Sociability,,,True
it_102076,HEXACO_PI,0.88,1,False,Rarely feel angry with people.,Patience,,,True
it_102077,HEXACO_PI,0.88,1,False,Rarely get irritated.,Patience,,,True
it_102078,HEXACO_PI,0.73,-1,True,React strongly to criticism.,Flexibility,,,True
it_102079,HEXACO_PI,0.84,1,False,Rebel against authority.,Unconventionality,,,True
it_102080,HEXACO_PI,0.85,-1,True,Remain calm under pressure.,Anxiety,,,True
it_102081,HEXACO_PI,0.77,1,False,Return extra change when a cashier makes a mistake.,Fairness,,,True
it_102082,HEXACO_PI,0.84,-1,True,Say little.,Expressiveness,,,True
it_102083,HEXACO_PI,0.81,1,False,See myself as an average person.,Modesty,,,True
it_102084,HEXACO_PI,0.69,-1,True,Seek status.,Greed Avoidance,,,True
it_102085,HEXACO_PI,0.73,1,False,Seek support.,Dependence,,,True
it_102086,HEXACO_PI,0.85,-1,True,Seem to derive less enjoyment from interacting with people than others do.,Sociability,,,True
it_102087,HEXACO_PI,0.85,-1,True,Seldom experience sudden intuitive insights.,Creativity,,,True
it_102088,HEXACO_PI,0.79,-1,True,Seldom feel weepy while reading the sad part of a story.,Sentimentality,,,True
it_102089,HEXACO_PI,0.79,-1,True,Seldom get emotional.,Sentimentality,,,True
it_102090,HEXACO_PI,0.88,1,False,Seldom get mad.,Patience,,,True
it_102091,HEXACO_PI,0.73,1,False,Show my sadness.,Dependence,,,True
it_102092,HEXACO_PI,0.82,1,False,Smile a lot.,Liveliness,,,True
it_102093,HEXACO_PI,0.81,-1,True,Speak ill of others.,Gentleness,,,True
it_102094,HEXACO_PI,0.84,-1,True,Speak softly.,Expressiveness,,,True
it_102095,HEXACO_PI,0.77,-1,True,Steal things.,Fairness,,,True
it_102096,HEXACO_PI,0.81,-1,True,Stop when work becomes too difficult.,Diligence,,,True
it_102097,HEXACO_PI,0.73,1,False,Suspect that my facial expressions give me away when I feel sad.,Dependence,,,True
it_102098,HEXACO_PI,0.84,1,False,Swim against the current.,Unconventionality,,,True
it_102099,HEXACO_PI,0.81,-1,True,Switch my loyalties when I feel like it.,Sincerity,,,True
it_102100,HEXACO_PI,0.81,1,False,Take things as they come.,Gentleness,,,True
it_102101,HEXACO_PI,0.84,1,False,Talk a lot.,Expressiveness,,,True
it_102102,HEXACO_PI,0.81,-1,True,Tell other people what they want to hear so that they will do what I want them to do.,Sincerity,,,True
it_102103,HEXACO_PI,0.84,1,False,Tell people about it when I'm irritated.,Expressiveness,,,True
it_102104,HEXACO_PI,0.82,-1,True,Tire out quickly.,Liveliness,,,True
it_102105,HEXACO_PI,0.84,1,False,Tremble in dangerous situations.,Fearfulness,,,True
it_102106,HEXACO_PI,0.84,-1,True,Try to avoid complex people.,Unconventionality,,,True
it_102107,HEXACO_PI,0.77,1,False,Try to follow the rules.,Fairness,,,True
it_102108,HEXACO_PI,0.78,1,False,Try to forgive and forget.,Forgiveness,,,True
it_102109,HEXACO_PI,0.69,-1,True,Try to impress others.,Greed Avoidance,,,True
it_102110,HEXACO_PI,0.81,-1,True,Use flattery to get ahead.,Sincerity,,,True
it_102111,HEXACO_PI,0.85,1,False,Usually like to spend my free time with people.,Sociability,,,True
it_102112,HEXACO_PI,0.8,1,False,Want everything to add up perfectly.,Perfectionism,,,True
it_102113,HEXACO_PI,0.85,1,False,Want everything to be just right.,Organization,,,True
it_102114,HEXACO_PI,0.73,1,False,Want to be liked.,Dependence,,,True
it_102115,HEXACO_PI,0.73,-1,True,"When interacting with a group of people, am often bothered by at least one of them.",Flexibility,,,True
it_102116,HEXACO_PI,0.78,-1,True,Will not probe deeply into a subject.,Inquisitiveness,,,True
it_102117,HEXACO_PI,0.69,-1,True,Wish to stay young forever.,Greed Avoidance,,,True
it_102118,HEXACO_PI,0.81,1,False,Work hard.,Diligence,,,True
it_102119,HEXACO_PI,0.86,-1,True,Would be afraid to give a speech in public.,Social Boldness,,,True
it_102120,HEXACO_PI,0.84,-1,True,Would be good at rescuing people from a burning building.,Fearfulness,,,True
it_102121,HEXACO_PI,0.84,1,False,Would fear walking in a high-crime part of a city.,Fearfulness,,,True
it_102122,HEXACO_PI,0.77,1,False,Would feel very badly for a long time if I were to steal from someone.,Fairness,,,True
it_102123,HEXACO_PI,0.84,-1,True,Would hate to be considered odd or strange.,Unconventionality,,,True
it_102124,HEXACO_PI,0.81,-1,True,Would like to have more power than other people.,Modesty,,,True
it_102125,HEXACO_PI,0.78,1,False,Would love to explore strange places.,Inquisitiveness,,,True
it_102126,HEXACO_PI,0.77,1,False,Would never cheat on my taxes.,Fairness,,,True
it_102127,HEXACO_PI,0.84,1,False,Would never go riding down a stretch of rapids in a canoe.,Fearfulness,,,True
it_102128,HEXACO_PI,0.77,1,False,Would never take things that aren't mine.,Fairness,,,True
it_102129,HEXACO_PI,0.85,-1,True,Would not enjoy a job that involves a lot of social interaction.,Sociability,,,True
it_102130,HEXACO_PI,0.69,1,False,Would not enjoy being a famous celebrity.,Greed Avoidance,,,True
it_102131,HEXACO_PI,0.77,-1,True,Would not regret my behavior if I were to take advantage of someone impulsively.,Fairness,,,True
it_102132,Hoyle2002,0.84,1,False,Act wild and crazy.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102133,Hoyle2002,0.78,-1,True,Am a physical coward.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102134,Hoyle2002,0.78,-1,True,Am afraid of heights.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102135,Hoyle2002,0.78,-1,True,Am afraid of large dogs.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102136,Hoyle2002,0.84,1,False,Am easily talked into doing silly things.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102137,Hoyle2002,0.78,1,False,Am open to new experiences.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102138,Hoyle2002,0.84,1,False,"Am unpredictable, people never know what I am going to say.",Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102139,Hoyle2002,0.78,1,False,Am willing to take risks.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102140,Hoyle2002,0.84,1,False,Do unexpected things.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102141,Hoyle2002,0.84,1,False,Enjoy wild flights of fantasy.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102142,Hoyle2002,0.78,1,False,Face danger confidently.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102143,Hoyle2002,0.86,1,False,Might actually enjoy being caught in an earthquake or tornado.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102144,Hoyle2002,0.86,1,False,Might enjoy a free fall from an airplane.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102145,Hoyle2002,0.86,1,False,Might enjoy the thrill of being lost at sea.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102146,Hoyle2002,0.86,1,False,Prefer fear to boredom.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102147,Hoyle2002,0.84,1,False,Seek adventure.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102148,Hoyle2002,0.84,1,False,Take risks.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102149,Hoyle2002,0.78,-1,True,Try to stay inside when the weather is bad.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102150,Hoyle2002,0.78,1,False,Would be good at rescuing people from a burning building.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102151,Hoyle2002,0.86,1,False,Would enjoy being out on a sailboat during a storm.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102152,Hoyle2002,0.86,-1,True,Would fear walking in a high-crime part of a city.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102153,Hoyle2002,0.86,1,False,Would like to try bungee jumping.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102154,Hoyle2002,0.78,1,False,Would love to explore strange places.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102155,Hoyle2002,0.78,-1,True,Would never go riding down a stretch of rapids in a canoe.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102156,HPI,0.8,1,False,Accomplish a lot of work.,Competence,,,True
it_102157,HPI,0.76,-1,True,Act wild and crazy.,Cooperation,,,True
it_102158,HPI,0.77,-1,True,Am afraid that I will do the wrong thing.,Toughness,,,True
it_102159,HPI,0.82,-1,True,Am easily discouraged.,Leadership,,,True
it_102160,HPI,0.82,-1,True,Am easily intimidated.,Leadership,,,True
it_102161,HPI,0.76,1,False,Am easy to satisfy.,Calmness,,,True
it_102162,HPI,0.86,1,False,Am interested in people.,Friendliness,,,True
it_102163,HPI,0.86,1,False,Am not easily annoyed.,Stability,,,True
it_102164,HPI,0.77,1,False,Am not embarrassed easily.,Toughness,,,True
it_102165,HPI,0.83,-1,True,Am not interested in abstract ideas.,Creativity/Originality,,,True
it_102166,HPI,0.86,-1,True,Am not really interested in others.,Friendliness,,,True
it_102167,HPI,0.8,-1,True,Am not sure where my life is going.,Competence,,,True
it_102168,HPI,0.86,-1,True,Am often in a bad mood.,Stability,,,True
it_102169,HPI,0.76,1,False,Am on good terms with nearly everyone.,Calmness,,,True
it_102170,HPI,0.76,-1,True,Am quick to judge others.,Calmness,,,True
it_102171,HPI,0.86,1,False,Am relaxed most of the time.,Stability,,,True
it_102172,HPI,0.87,1,False,Am very pleased with myself.,Happiness,,,True
it_102173,HPI,0.75,1,False,Amuse my friends.,Sociability,,,True
it_102174,HPI,0.77,1,False,Automatically take charge.,Toughness,,,True
it_102175,HPI,0.83,-1,True,Avoid difficult reading material.,Creativity/Originality,,,True
it_102176,HPI,0.76,-1,True,Break rules.,Cooperation,,,True
it_102177,HPI,0.8,1,False,Carry out my plans.,Competence,,,True
it_102178,HPI,0.86,1,False,Cheer people up.,Friendliness,,,True
it_102179,HPI,0.8,1,False,Complete tasks successfully.,Competence,,,True
it_102180,HPI,0.86,-1,True,Dislike being the center of attention.,Gregariousness,,,True
it_102181,HPI,0.75,-1,True,Dislike loud music.,Sociability,,,True
it_102182,HPI,0.78,-1,True,Do crazy things.,Dutifulness,,,True
it_102183,HPI,0.8,-1,True,Do just enough work to get by.,Competence,,,True
it_102184,HPI,0.78,-1,True,Do things that others find strange.,Dutifulness,,,True
it_102185,HPI,0.78,-1,True,Do unexpected things.,Dutifulness,,,True
it_102186,HPI,0.86,1,False,Don't mind being the center of attention.,Gregariousness,,,True
it_102187,HPI,0.78,-1,True,Enjoy being reckless.,Dutifulness,,,True
it_102188,HPI,0.76,-1,True,Enjoy wild flights of fantasy.,Cooperation,,,True
it_102189,HPI,0.86,1,False,Feel at ease with people.,Friendliness,,,True
it_102190,HPI,0.87,-1,True,Feel desperate.,Happiness,,,True
it_102191,HPI,0.77,-1,True,Feel that I'm unable to deal with things.,Toughness,,,True
it_102192,HPI,0.8,-1,True,Feel that my life lacks direction.,Competence,,,True
it_102193,HPI,0.76,-1,True,Feel that people have a hard time understanding me.,Cooperation,,,True
it_102194,HPI,0.77,-1,True,Feel threatened easily.,Toughness,,,True
it_102195,HPI,0.82,-1,True,Find it difficult to approach others.,Leadership,,,True
it_102196,HPI,0.8,1,False,Get things done quickly.,Competence,,,True
it_102197,HPI,0.8,-1,True,Hang around doing nothing.,Competence,,,True
it_102198,HPI,0.82,-1,True,Have a low opinion of myself.,Leadership,,,True
it_102199,HPI,0.82,-1,True,Have a poor vocabulary.,Quickness,,,True
it_102200,HPI,0.82,1,False,Have a rich vocabulary.,Quickness,,,True
it_102201,HPI,0.76,-1,True,Have a sharp tongue.,Calmness,,,True
it_102202,HPI,0.86,-1,True,Have days when I'm mad at the world.,Stability,,,True
it_102203,HPI,0.86,-1,True,Have frequent mood swings.,Stability,,,True
it_102204,HPI,0.86,-1,True,Have little to say.,Gregariousness,,,True
it_102205,HPI,0.76,-1,True,Hold a grudge.,Calmness,,,True
it_102206,HPI,0.83,1,False,Know how things work.,Creativity/Originality,,,True
it_102207,HPI,0.86,1,False,Know how to captivate people.,Gregariousness,,,True
it_102208,HPI,0.75,1,False,Like to amuse others.,Sociability,,,True
it_102209,HPI,0.75,1,False,Like to attract attention.,Sociability,,,True
it_102210,HPI,0.82,1,False,Like to read.,Quickness,,,True
it_102211,HPI,0.76,-1,True,Look for hidden meanings in things.,Cooperation,,,True
it_102212,HPI,0.75,1,False,Love action.,Sociability,,,True
it_102213,HPI,0.75,1,False,Love large parties.,Sociability,,,True
it_102214,HPI,0.83,1,False,Love to read challenging material.,Creativity/Originality,,,True
it_102215,HPI,0.75,1,False,Make myself the center of attention.,Sociability,,,True
it_102216,HPI,0.8,-1,True,Mess things up.,Competence,,,True
it_102217,HPI,0.87,-1,True,Often feel blue,Happiness,,,True
it_102218,HPI,0.77,-1,True,Often feel uncomfortable around others.,Toughness,,,True
it_102219,HPI,0.76,-1,True,Oppose authority.,Cooperation,,,True
it_102220,HPI,0.82,1,False,Quick to understand things.,Quickness,,,True
it_102221,HPI,0.77,1,False,Quickly recognize possibilities.,Toughness,,,True
it_102222,HPI,0.86,1,False,Rarely get irritated.,Stability,,,True
it_102223,HPI,0.76,1,False,Rarely overindulge.,Cooperation,,,True
it_102224,HPI,0.82,1,False,Read quickly.,Quickness,,,True
it_102225,HPI,0.82,-1,True,Read slowly.,Quickness,,,True
it_102226,HPI,0.87,1,False,Readily overcome setbacks.,Happiness,,,True
it_102227,HPI,0.77,1,False,Remain calm under pressure.,Toughness,,,True
it_102228,HPI,0.76,-1,True,Resist authority.,Cooperation,,,True
it_102229,HPI,0.75,1,False,Seek adventure.,Sociability,,,True
it_102230,HPI,0.76,1,False,Seldom take offense.,Calmness,,,True
it_102231,HPI,0.82,-1,True,Skip difficult words while reading.,Quickness,,,True
it_102232,HPI,0.76,-1,True,Speak ill of others.,Calmness,,,True
it_102233,HPI,0.76,-1,True,Suspect hidden motives in others.,Cooperation,,,True
it_102234,HPI,0.76,-1,True,Swim against the current.,Cooperation,,,True
it_102235,HPI,0.82,1,False,Take the initiative.,Leadership,,,True
it_102236,HPI,0.82,1,False,Think highly of myself.,Leadership,,,True
it_102237,HPI,0.83,-1,True,Try to avoid complex people.,Creativity/Originality,,,True
it_102238,HPI,0.77,1,False,Want to be in charge.,Toughness,,,True
it_102239,HPI,0.86,-1,True,Want to be left alone.,Friendliness,,,True
it_102240,HPI,0.86,-1,True,Would describe my experiences as somewhat dull.,Gregariousness,,,True
it_102241,HPI-HIC,0.75,1,False,Accept apologies easily.,Forgiveness/Mercy,,,True
it_102242,HPI-HIC,0.7,1,False,Accept challenging tasks.,Achievement-striving,,,True
it_102243,HPI-HIC,0.66,1,False,Accept people as they are.,Forgiveness/Mercy,,,True
it_102244,HPI-HIC,0.61,-1,True,Act at the expense of others.,Sensitivity,,,True
it_102245,HPI-HIC,0.68,-1,True,Am afraid of many things.,Toughness,,,True
it_102246,HPI-HIC,0.74,-1,True,Am afraid to draw attention to myself.,Social-confidence,,,True
it_102247,HPI-HIC,0.7,1,False,Am always prepared.,Self-discipline,,,True
it_102248,HPI-HIC,0.74,-1,True,Am apprehensive about new encounters.,Social-confidence,,,True
it_102249,HPI-HIC,0.75,1,False,Am calm even in tense situations.,Calmness,,,True
it_102250,HPI-HIC,0.61,1,False,Am deeply moved by others' misfortunes.,Sensitivity,,,True
it_102251,HPI-HIC,0.8,-1,True,Am easily discouraged.,Vitality/Enthusiasm/Zest,,,True
it_102252,HPI-HIC,0.5,-1,True,Am easily distracted.,Interest in Game-Playing,,,True
it_102253,HPI-HIC,0.74,-1,True,Am easily intimidated.,Self-confidence,,,True
it_102254,HPI-HIC,0.64,1,False,Am easily talked into doing silly things,Sociability,,,True
it_102255,HPI-HIC,0.61,-1,True,Am easily talked into doing silly things.,Orderliness,,,True
it_102256,HPI-HIC,0.7,1,False,Am good at many things.,Achievement-striving,,,True
it_102257,HPI-HIC,0.79,1,False,Am not easily annoyed.,Empathy,,,True
it_102258,HPI-HIC,0.79,1,False,Am not easily bothered by things.,Calmness,,,True
it_102259,HPI-HIC,0.74,1,False,Am not embarrassed easily.,Social-confidence,,,True
it_102260,HPI-HIC,0.7,-1,True,Am not highly motivated to succeed.,Achievement-striving,,,True
it_102261,HPI-HIC,0.75,-1,True,Am not interested in other people's problems.,Empathy,,,True
it_102262,HPI-HIC,0.8,-1,True,Am not sure where my life is going.,Vitality/Enthusiasm/Zest,,,True
it_102263,HPI-HIC,0.7,-1,True,Am often in a bad mood.,Pleasantness,,,True
it_102264,HPI-HIC,0.66,1,False,Am on good terms with nearly everyone.,Forgiveness/Mercy,,,True
it_102265,HPI-HIC,0.68,1,False,Am preoccupied with myself.,Rumination,,,True
it_102266,HPI-HIC,0.74,1,False,Am skilled in handling social situations.,Social-confidence,,,True
it_102267,HPI-HIC,0.74,1,False,Am sure of my ground.,Self-confidence,,,True
it_102268,HPI-HIC,0.84,1,False,Amuse my friends.,Humor/Playfulness,,,True
it_102269,HPI-HIC,0.68,-1,True,Avoid crowds.,Gregariousness,,,True
it_102270,HPI-HIC,0.8,-1,True,Avoid difficult reading material.,Love of Reading,,,True
it_102271,HPI-HIC,0.68,1,False,Believe appearances are important.,Appearance-Consciousness,,,True
it_102272,HPI-HIC,0.74,1,False,Believe in human goodness.,Trust,,,True
it_102273,HPI-HIC,0.74,-1,True,Believe that people are essentially evil,Trust,,,True
it_102274,HPI-HIC,0.8,1,False,Can handle a lot of information.,Language Mastery,,,True
it_102275,HPI-HIC,0.66,1,False,Can perform a wide variety of tasks.,Curiosity,,,True
it_102276,HPI-HIC,0.81,1,False,Can talk others into doing things.,Leadership,,,True
it_102277,HPI-HIC,0.44,1,False,Can work under pressure.,Problem-solving,,,True
it_102278,HPI-HIC,0.64,1,False,Cheer loudly at sporting events.,Sociability,,,True
it_102279,HPI-HIC,0.72,1,False,Continue until everything is perfect.,Organization,,,True
it_102280,HPI-HIC,0.83,-1,True,Dislike being the center of attention.,Exhibitionism,,,True
it_102281,HPI-HIC,0.6,-1,True,Dislike learning.,Problem-solving,,,True
it_102282,HPI-HIC,0.6,-1,True,Dislike learning.,Curiosity,,,True
it_102283,HPI-HIC,0.71,-1,True,Dislike myself.,Self-acceptance,,,True
it_102284,HPI-HIC,0.66,-1,True,Dislike new foods.,Variety-seeking,,,True
it_102285,HPI-HIC,0.83,-1,True,Dislike talking about myself.,Exhibitionism,,,True
it_102286,HPI-HIC,0.44,-1,True,Disliked math in school.,Problem-solving,,,True
it_102287,HPI-HIC,0.5,-1,True,Disliked math in school.,Interest in Game-Playing,,,True
it_102288,HPI-HIC,0.74,-1,True,Distrust people.,Trust,,,True
it_102289,HPI-HIC,0.7,-1,True,Do crazy things.,Impulse-Control,,,True
it_102290,HPI-HIC,0.72,1,False,Do dangerous things.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_102291,HPI-HIC,0.77,-1,True,Do not enjoy going to art museums.,Aesthetic Appreciation/Artistic Interests,,,True
it_102292,HPI-HIC,0.7,1,False,Do things by the book.,Impulse-Control,,,True
it_102293,HPI-HIC,0.71,-1,True,Do things I later regret.,Self-acceptance,,,True
it_102294,HPI-HIC,0.44,1,False,Do things in a logical order.,Problem-solving,,,True
it_102295,HPI-HIC,0.55,-1,True,Do things that others find strange.,Security,,,True
it_102296,HPI-HIC,0.61,-1,True,Do unexpected things.,Orderliness,,,True
it_102297,HPI-HIC,0.7,1,False,Do unpleasant tasks immediately.,Self-discipline,,,True
it_102298,HPI-HIC,0.68,-1,True,Don't care about dressing nicely.,Appearance-Consciousness,,,True
it_102299,HPI-HIC,0.66,1,False,Don't care what others think.,Conformity/Dependence/Need for approval,,,True
it_102300,HPI-HIC,0.66,1,False,Don't care what people think of me.,Conformity/Dependence/Need for approval,,,True
it_102301,HPI-HIC,0.71,-1,True,Don't know why I do some of the things I do.,Self-acceptance,,,True
it_102302,HPI-HIC,0.5,-1,True,Don't like action movies.,Interest in Game-Playing,,,True
it_102303,HPI-HIC,0.66,-1,True,Don't like the idea of change.,Variety-seeking,,,True
it_102304,HPI-HIC,0.68,-1,True,Don't like to get dressed up.,Gregariousness,,,True
it_102305,HPI-HIC,0.5,-1,True,Don't pay attention.,Interest in Game-Playing,,,True
it_102306,HPI-HIC,0.79,1,False,Don't worry about things that have already happened.,Calmness,,,True
it_102307,HPI-HIC,0.68,1,False,Dwell on the past.,Rumination,,,True
it_102308,HPI-HIC,0.7,-1,True,Enjoy being reckless.,Impulse-Control,,,True
it_102309,HPI-HIC,0.5,1,False,Enjoy cartoons.,Interest in Game-Playing,,,True
it_102310,HPI-HIC,0.78,1,False,Enjoy examining myself and my life.,Introspection/Private Self-Consciousness,,,True
it_102311,HPI-HIC,0.44,1,False,Enjoy games of strategy.,Problem-solving,,,True
it_102312,HPI-HIC,0.5,1,False,Enjoy games of strategy.,Interest in Game-Playing,,,True
it_102313,HPI-HIC,0.71,1,False,Enjoy my work.,Self-acceptance,,,True
it_102314,HPI-HIC,0.61,-1,True,Enjoy wild flights of fantasy.,Orderliness,,,True
it_102315,HPI-HIC,0.55,-1,True,Experience my emotions intensely.,Security,,,True
it_102316,HPI-HIC,0.74,1,False,Express myself easily.,Social-confidence,,,True
it_102317,HPI-HIC,0.71,1,False,Feel comfortable with myself.,Self-acceptance,,,True
it_102318,HPI-HIC,0.68,1,False,Feel crushed by setbacks.,Rumination,,,True
it_102319,HPI-HIC,0.8,-1,True,Feel desperate.,Vitality/Enthusiasm/Zest,,,True
it_102320,HPI-HIC,0.68,-1,True,Feel desperate.,Toughness,,,True
it_102321,HPI-HIC,0.71,1,False,Feel lucky most of the time.,Self-acceptance,,,True
it_102322,HPI-HIC,0.75,1,False,Feel others' emotions.,Empathy,,,True
it_102323,HPI-HIC,0.8,-1,True,Feel short-changed in life.,Vitality/Enthusiasm/Zest,,,True
it_102324,HPI-HIC,0.68,-1,True,Feel short-changed in life.,Toughness,,,True
it_102325,HPI-HIC,0.55,-1,True,Feel short-changed in life.,Security,,,True
it_102326,HPI-HIC,0.8,-1,True,Feel that I'm unable to deal with things.,Vitality/Enthusiasm/Zest,,,True
it_102327,HPI-HIC,0.8,-1,True,Feel that my life lacks direction.,Vitality/Enthusiasm/Zest,,,True
it_102328,HPI-HIC,0.64,-1,True,Feel that people have a hard time understanding me.,Dutifulness,,,True
it_102329,HPI-HIC,0.74,-1,True,Feel threatened easily.,Self-confidence,,,True
it_102330,HPI-HIC,0.7,1,False,Feel up to any task.,Achievement-striving,,,True
it_102331,HPI-HIC,0.74,-1,True,Find it difficult to approach others.,Social-confidence,,,True
it_102332,HPI-HIC,0.68,-1,True,Frequently drop things.,Toughness,,,True
it_102333,HPI-HIC,0.81,-1,True,Get angry easily.,Cool-headedness,,,True
it_102334,HPI-HIC,0.79,-1,True,Get annoyed with others' behaviors.,Empathy,,,True
it_102335,HPI-HIC,0.75,-1,True,Get back at others.,Forgiveness/Mercy,,,True
it_102336,HPI-HIC,0.79,-1,True,Get caught up in my problems.,Calmness,,,True
it_102337,HPI-HIC,0.7,-1,True,Get furious.,Pleasantness,,,True
it_102338,HPI-HIC,0.79,-1,True,Get irritated easily.,Empathy,,,True
it_102339,HPI-HIC,0.75,-1,True,Get overwhelmed by emotions.,Calmness,,,True
it_102340,HPI-HIC,0.79,-1,True,Get stressed out easily.,Calmness,,,True
it_102341,HPI-HIC,0.79,-1,True,Grumble about things.,Empathy,,,True
it_102342,HPI-HIC,0.66,1,False,Have a good word for everyone.,Forgiveness/Mercy,,,True
it_102343,HPI-HIC,0.74,-1,True,Have a low opinion of myself.,Self-confidence,,,True
it_102344,HPI-HIC,0.8,-1,True,Have a poor vocabulary.,Language Mastery,,,True
it_102345,HPI-HIC,0.8,1,False,Have a rich vocabulary.,Language Mastery,,,True
it_102346,HPI-HIC,0.7,-1,True,Have a sharp tongue.,Pleasantness,,,True
it_102347,HPI-HIC,0.6,1,False,Have an eye for detail.,Problem-solving,,,True
it_102348,HPI-HIC,0.6,1,False,Have an eye for detail.,Curiosity,,,True
it_102349,HPI-HIC,0.55,-1,True,Have days when I'm mad at the world.,Security,,,True
it_102350,HPI-HIC,0.64,-1,True,Have days when I'm mad at the world.,Dutifulness,,,True
it_102351,HPI-HIC,0.81,-1,True,Have frequent mood swings.,Happiness,,,True
it_102352,HPI-HIC,0.8,1,False,Have read a lot.,Love of Reading,,,True
it_102353,HPI-HIC,0.66,-1,True,Hurt people.,Forgiveness/Mercy,,,True
it_102354,HPI-HIC,0.44,-1,True,Inquire about others' well-being.,Problem-solving,,,True
it_102355,HPI-HIC,0.84,1,False,Joke around a lot.,Humor/Playfulness,,,True
it_102356,HPI-HIC,0.75,1,False,Keep a cool head.,Calmness,,,True
